Event_ID,ticker,gvkey,fiscal_month,cusip,name,fiscal_year,event_year,event_date,confound_dum,confound_type,breach_size,breach_type,event_state,hq_state,dif3,dif7
101,T,9899.0,12,00206R102,AT&T,2009,2009,2009-07-08,0,none,2100,INSD,Illinois,Texas,0.0888242225334843,0.09971831185047662
102,WMB,11506.0,12,"9,69E+08",Williams Cos. Inc.,2009,2009,2009-08-01,0,none,4400,PORT,Oklahoma,Oklahoma,0.1747575579766707,0.14703909612169908
103,BAC,7647.0,12,60505104,Bank of America Corp.,2009,2009,2009-08-11,0,none,0,CARD,North Carolina,North Carolina,0.4558067842650552,0.43663115112440276
104,C,3243.0,12,"1,73E+08",Citigroup Inc.,2009,2009,2009-08-11,0,none,0,CARD,New York,New York,1.2401693582284845,1.9703111825931394
105,AXP,1447.0,12,25816109,American Express,2009,2009,2009-08-14,0,none,0,INSD,New York,New York,0.1567194358772892,0.5173981984729429
106,CPS,65156.0,12,"1,70E+08",ChoicePoint,2009,2009,2009-10-19,0,none,14023,DISC,Georgia,Georgia,,
107,CSCO,20779.0,12,17275R102,Cisco Live 2010,2010,2010,2010-07-08,0,none,0,HACK,Nevada,California,0.4239182923824401,0.6166976543803054
108,C,3243.0,12,"1,73E+08",Citigroup Inc.,2010,2010,2010-07-27,0,none,117600,DISC,New York,New York,0.2456274821227149,0.6162555610303572
109,MMC,7065.0,12,"5,72E+08",Marsh and Mercer,2010,2010,2010-07-12,0,none,378000,PORT,District Of Columbia,New York,0.2008752580555673,0.263872136295759
110,GM,5073.0,12,37045V100,General Motors,2010,2010,2010-04-16,0,none,0,DISC,Michigan,Michigan,,
111,ROST,9248.0,1,"7,78E+08",Ross,2009,2010,2010-08-05,0,none,200,PHYS,Texas,California,0.2619524578568664,0.2421966980349328
112,HNT,29710.0,12,42222G108,Health Net,2010,2010,2010-04-16,0,none,18,UNKN,California,California,,
113,GPS,4990.0,1,"3,65E+08",Gap Inc.,2009,2010,2010-04-16,0,none,18,INSD,Ohio,California,0.1092374005124845,0.24664052129855046
114,USB,4723.0,12,"9,03E+08",US Bank,2010,2010,2010-09-28,0,none,0,CARD,Wisconsin,Minnesota,0.0692731410495103,0.28300459254638416
115,ING,15617.0,12,"4,57E+08",ING,2010,2010,2010-10-12,0,none,0,DISC,Delaware,Minnesota,0.1294681682154929,0.11628148118603487
116,CVS,7241.0,12,"1,27E+08",CVS,2005,2005,2005-06-21,0,none,0,DISC,Rhode Island,Rhode Island,0.084946372041713,0.20801915738140206
117,VZ,2136.0,12,92343V104,Verizon,2005,2005,2005-08-12,0,none,0,DISC,New York,New York,0.0382339962664709,0.046093718901028445
118,BLIAQ,3491.0,12,93676104,Blockbuster,2005,2005,2005-10-08,0,none,0,PHYS,New York,Texas,0.5387872005108032,0.3637474663039377
119,MUSA,18498.0,12,"6,27E+08",Murphy USA,2010,2010,2010-11-06,0,none,0,PHYS,Indiana,Arkansas,,
120,VOW3,,12,,Sunrise Volkswagen,2005,2005,2005-12-21,0,none,0,PHYS,New York,Virginia,,
121,AT,1318.0,12,20039103,Alltel Corporation,2006,2006,2006-02-20,0,none,0,PHYS,Arkansas,Arkansas,,
122,FITB,4640.0,12,"3,17E+08",Fifth Third Bank,2006,2006,2006-04-13,0,none,1000,INSD,Indiana,Ohio,0.1528308752154467,0.38352348227279426
123,BSC,11818.0,11,73902108,Bear Stearns & Company Inc.,2006,2006,2006-04-20,0,none,0,DISC,New York,New York,0.0262995539793011,15.367965696846138
124,BAC,7647.0,12,60505104,Countrywide Home Loans,2006,2006,2006-05-02,0,none,90,INSD,Texas,North Carolina,0.2288858373822009,0.7330677003714632
125,BAC,7647.0,12,60505104,Merrill Lynch,2006,2006,2006-05-11,0,none,10500,PORT,New York,North Carolina,0.2933089901879609,0.38454880555206117
126,GE,5047.0,12,"3,70E+08",GE Money Bank,2006,2006,2006-05-16,0,none,150,PORT,Pennsylvania,New York,0.7145659754221726,0.8167590256674774
127,CFR,3643.0,12,"2,30E+08",Frost Bank,2006,2006,2006-05-19,0,none,9300,HACK,Texas,Texas,0.3949696294369409,0.3666865742697247
128,WKL,101361.0,12,"9,78E+08",Wolters Kluwer,2006,2006,2006-07-24,0,none,8500,PORT,California,Illinois,,
129,RBS,15634.0,12,"7,80E+08",RBS National Bank,2006,2006,2006-07-05,0,none,1221,PORT,Connecticut,Connecticut,,
130,VZ,2136.0,12,92343V104,Verizon Wireless,2006,2006,2006-08-25,0,none,5210,DISC,New Jersey,New York,0.0506872155230834,0.13138303073466773
131,WFC,8007.0,12,"9,50E+08",Wells Fargo,2006,2006,2006-08-29,0,none,0,PORT,Tennessee,California,0.1174177491574945,0.1024951270497029
132,RO,25648.0,12,"7,71E+08",Hoffman-La Roche Inc,2006,2006,2006-08-09,0,none,26000,PORT,District Of Columbia,Indiana,,
133,CPRT,29901.0,12,"2,17E+08","Copart, Inc.",2006,2006,2006-08-28,0,none,43764,HACK,California,Texas,0.010962793939397,0.01683201333104625
134,SRCE,15199.0,12,"3,37E+08",1st Source Bank,2010,2010,2010-11-19,0,none,0,UNKN,Indiana,Indiana,0.1796142961665883,0.18811262356677513
135,LFGRQ,24503.0,12,"5,15E+08","LandAmerica Credit Services, Inc.",2006,2006,2006-09-01,0,none,124,HACK,California,Virginia,,
136,COF,30990.0,12,14040H105,North Fork Bank,2006,2006,2006-09-23,0,none,3570,HACK,New York,Virginia,0.3260605872669038,1.0869564664421156
137,C,3243.0,12,"1,73E+08",Citigroup,2006,2006,2006-10-02,0,none,11,PORT,Illinois,New York,4.782090096475355,3.9787417015478166
138,GCO,5109.0,1,"3,72E+08",Genesco Inc.,2009,2010,2010-12-10,0,none,0,HACK,Tennessee,Tennessee,1.5788073433326393,1.3699001209025392
139,HD,5680.0,1,"4,37E+08",Home Depot,2009,2010,2010-12-14,0,none,0,INSD,Florida,Georgia,0.1730677744871205,0.38518641662364733
140,SHLD,6307.0,1,"8,12E+08",Sears Holding Corporation,2005,2006,2006-10-12,0,none,0,PORT,Florida,Illinois,,
141,KEY,9783.0,12,"4,93E+08",KeyCorp,2006,2006,2006-11-18,0,none,17,DISC,Ohio,Ohio,0.1082158356047214,0.08283169612767047
142,EXPE,126296.0,6,30212P303,Expedia Corporate Travel (now Egencia),2006,2006,2006-11-15,0,none,47,INSD,Washington,Washington,0.561040695655729,0.7124020582698913
143,S,10984.0,12,85207U105,Sprint Nextel,2006,2006,2006-12-19,0,none,255,PORT,New Jersey,Kansas,,
144,BC,2444.0,12,"1,17E+08",Brunswick Corp.,2007,2007,2007-02-16,0,none,5100,HACK,Illinois,Illinois,0.2102969928139128,0.3754058119348188
145,MCD,7154.0,12,"5,80E+08","McDonald's,",2010,2010,2010-12-13,0,none,0,HACK,Georgia,Illinois,0.1767054816002068,0.8781927172349279
146,HD,5680.0,1,"4,37E+08",Home Depot,2006,2007,2007-04-30,0,none,5563,PORT,Georgia,Georgia,0.2388948122398877,0.3146312032938378
147,HON,1300.0,12,"4,39E+08",Honeywell International,2007,2007,2007-04-19,0,none,0,PORT,New Jersey,New Jersey,1.0511047603229633,1.6801135380997372
148,EZPW,24430.0,12,"3,02E+08",EZCORP,2007,2007,2007-05-08,0,none,0,PHYS,Texas,Texas,0.2439090851271798,0.4254265288413606
149,HPQ,5606.0,10,40434L105,Hewlett-Packard,2007,2007,2007-08-17,0,none,1425,PORT,Georgia,California,0.1968631863278741,0.24027056935729713
150,C,3243.0,12,"1,73E+08",Citigroup,2007,2007,2007-08-09,0,none,519,PORT,Connecticut,New York,8.004496575479218,9.686226375720773
151,CELG,13599.0,12,"1,51E+08",Celgene Corporation,2007,2007,2007-08-20,0,none,1951,PORT,New Jersey,New Jersey,,
152,KRFT,12978.0,12,50076Q106,Kraft Foods,2007,2007,2007-09-05,0,none,1446,PORT,Illinois,Illinois,,
153,HIG,61739.0,12,"4,17E+08",Hartford Life Insurance Company,2007,2007,2007-09-12,0,none,526,HACK,Connecticut,Connecticut,0.3533692066175566,0.6533222019229296
154,LDG,6802.0,1,"5,43E+08",Longs Drug Stores California Inc.,2006,2007,2007-10-23,0,none,0,PORT,California,Rhode Island,,
155,VA,21261.0,12,92769R108,Virgin Mobile,2007,2007,2007-10-25,0,none,0,DISC,California,California,,
156,ORCL,12142.0,5,68389X105,Oracle Corporation,2006,2007,2007-11-11,0,none,132,STAT,Georgia,California,0.4902456326244327,0.9457200060959364
157,CFR,3643.0,12,"2,30E+08",Frost Bank,2007,2007,2007-11-07,0,none,500,UNKN,Texas,Texas,0.5490892474528564,0.7687437194865032
158,JPM,2968.0,12,46625H100,Chase Bank,2011,2011,2011-01-20,0,none,100,CARD,California,New York,0.4572664531091061,0.31216717037894326
159,PHIA,8546.0,12,"5,00E+08",Philips Electronics,2008,2008,2008-01-25,0,none,91,PORT,New Jersey,Massachusetts,,
160,C,3243.0,12,"1,73E+08",Citibank,2008,2008,2008-01-25,0,none,1279,CARD,Texas,New York,9.22418977429536,10.94690962072452
161,KBR,174310.0,12,48242W106,"KBR, Inc.",2011,2011,2011-01-26,0,none,0,PORT,Texas,Texas,0.4579305095586178,0.43511173086421795
162,JPM,2968.0,12,46625H100,JP Morgan Chase,2011,2011,2011-01-30,0,none,0,UNKN,New York,New York,0.4043803786237262,0.2928267788289665
163,MAR,28930.0,12,"5,72E+08",Marriott Vacation Club International,2010,2011,2011-02-07,0,none,0,PHYS,Florida,Washington,0.122124800735161,0.38754289364744526
164,BAC,7647.0,12,60505104,Bank of America,2011,2011,2011-02-13,0,none,0,DISC,North Carolina,North Carolina,0.1375416882688885,0.09779579177814336
165,FGP,13962.0,12,"3,15E+08",FirstGroup America,2011,2011,2011-02-11,0,none,0,PORT,Ohio,Ohio,,
166,LTEC,61212.0,12,"5,46E+08","Loud Technologies, Inc.",2011,2011,2011-02-19,0,none,0,STAT,Washington,Washington,0.0404145233169323,0.023333335916201275
167,AAL,1045.0,12,02376R102,American Airlines,2011,2011,2011-02-17,0,none,350,INSD,California,Texas,0.1439657004477051,0.5138398591809422
168,RDS,12384.0,12,"7,80E+08",Shell,2011,2011,2011-03-09,0,none,3600,CARD,California,Texas,0.0506033390644186,0.07358713035726501
169,TD,15706.0,10,"8,91E+08",TD Bank,2011,2011,2011-03-10,0,none,10,INSD,New Jersey,New Jersey,0.1312395907195102,0.2803063754747613
170,RAND,,12,,Randstad Professionals,2011,2011,2011-03-18,0,none,0,DISC,Massachusetts,Massachusetts,0.0,1.515533084175184
171,TRIP,199356.0,12,"8,97E+08",TripAdvisor,2011,2011,2011-03-24,0,none,0,HACK,Massachusetts,Massachusetts,,
172,BP,2410.0,12,55622104,BP Global,2011,2011,2011-03-29,0,none,13000,PORT,Louisiana,Texas,0.3958477809458527,0.44523801662558754
173,AAPL,1690.0,12,37833100,iTunes (Apple),2011,2011,2011-04-01,0,none,0,HACK,California,California,0.0801586727749719,0.16892354097025564
174,AAL,1045.0,12,02376R102,US Airways,2011,2011,2011-04-06,0,none,0,INSD,Arizona,Arizona,0.2767551983965797,0.2921243823343728
175,PNC,8245.0,12,"6,93E+08",PNC Automated Teller Machines,2011,2011,2011-04-13,0,none,211,CARD,Pennsylvania,Pennsylvania,0.3340043408699452,0.594674104121036
176,SNE,9818.0,12,"8,36E+08",Sony,2011,2011,2011-04-26,0,none,"1,02E+08",HACK,New York,New York,,
177,MDAS,179027.0,12,"5,84E+08",Medassets Inc.,2011,2011,2011-09-19,0,none,82265,PORT,Georgia,Georgia,,
178,EDS,5074.0,12,"2,86E+08",Electronic Data Systems,2011,2011,2011-09-24,0,none,250,INSD,Alabama,Texas,,
179,C,3243.0,12,"1,73E+08","Citigroup, Inc.",2011,2011,2011-08-18,0,none,0,UNKN,New York,New York,1.3815448730637117,1.3318910460481335
180,MCD,7154.0,12,"5,80E+08",McDonald's,2011,2011,2011-08-09,0,none,185,INSD,Virginia,Illinois,1.360877049455053,0.9944323293452889
181,JPM,2968.0,12,46625H100,Chase Bank,2011,2011,2011-07-30,0,none,950,CARD,California,New York,0.0930188483653565,0.9423554668507443
182,LNC,6742.0,12,"5,34E+08",Lincoln National Life Insurance Company,2011,2011,2011-07-26,0,none,705,DISC,New York,Pennsylvania,0.3239263719654796,0.37921076274340715
183,EL,61567.0,6,"5,18E+08",EsteÃÂÃÂÃÂÃÂ­ÃÂÃÂÃÂÃÂ© Lauder,2011,2011,2011-07-26,0,none,0,PORT,New York,New York,0.4346291758799941,0.4545998636605254
184,TOSYY,10622.0,12,"8,91E+08",Toshiba,2011,2011,2011-07-12,0,none,7971,HACK,California,California,0.312793920504435,0.30056314645261584
185,MS,12124.0,11,"6,17E+08",Morgan Stanley,2011,2011,2011-07-05,0,none,34000,PORT,New York,New York,0.1591341152976884,0.4903146316913348
186,LMT,6774.0,12,"5,40E+08",Lockheed Martin,2011,2011,2011-05-27,0,none,0,HACK,Maryland,Maryland,0.2655739295666144,0.7478651923630376
187,SGAMY,9584.0,12,"8,16E+08",Sega,2011,2011,2011-06-18,0,none,1290000,HACK,UK,California,0.0386221205082912,0.0824351389324652
188,SNE,9818.0,12,"8,36E+08",Sony Pictures,2011,2011,2011-06-06,0,none,1000000,HACK,New York,New York,,
189,C,3243.0,12,"1,73E+08",Citibank,2011,2011,2011-06-09,0,none,360000,HACK,New York,New York,0.3830336608863814,0.7994299444010625
190,BAC,7647.0,12,60505104,Bank of America,2011,2011,2011-05-25,0,none,300,INSD,New York,North Carolina,0.0980670079973228,0.125517419819262
191,STI,10187.0,12,"8,68E+08",SunTrust Bank,2011,2011,2011-05-16,0,none,0,INSD,Illinois,Georgia,,
192,NFLX,147579.0,12,64110L106,Netflix,2011,2011,2011-05-04,0,none,0,INSD,California,California,0.4700994785995681,0.4682865043544283
193,ANTM,145046.0,12,36752103,Anthem Blue Cross,2011,2011,2011-05-13,0,none,31125,DISC,California,California,,
194,RF,4674.0,12,7591EP100,Regions Bank,2011,2011,2011-05-17,0,none,149,INSD,Tennessee,Alabama,0.0470183415516642,0.08403282233150003
195,BBY,2184.0,2,86516101,Best Buy,2010,2011,2011-05-06,0,none,0,HACK,California,Minnesota,0.1574709514813411,0.31400637826690525
196,MCD,7154.0,12,"5,80E+08",McDonald's,2011,2011,2011-11-05,0,none,0,INSD,Illinois,Illinois,0.6542807075704253,0.7096513353398404
197,MCD,7154.0,12,"5,80E+08",McDonald's,2011,2011,2011-11-18,0,none,16,INSD,Washington,Illinois,0.6681076040022206,0.7420206543888397
198,MCD,7154.0,12,"5,80E+08",McDonald's,2011,2011,2011-11-16,0,none,100,INSD,Michigan,Illinois,0.6451419334446857,0.6391151224416675
199,T,9899.0,12,00206R102,AT&T,2011,2011,2011-11-21,0,none,0,HACK,Texas,Texas,0.1398896759493688,0.1958390484675422
200,PEG,8810.0,12,"7,45E+08",PSEG,2011,2011,2011-10-20,0,none,0,PORT,New Jersey,New Jersey,0.2956307589676077,0.3959528843774144
201,WFC,8007.0,12,"9,50E+08",Wells Fargo,2011,2011,2011-10-20,0,none,0,DISC,Florida,California,0.5101651097111715,0.4665963673101342
202,RAD,9155.0,2,"7,68E+08",RIte Aid Corporation,2011,2012,2012-01-12,0,none,2900,PHYS,Pennsylvania,Pennsylvania,,
203,AXP,1447.0,12,25816109,"American Express Travel Related Services Company, Inc. (AXP)",2012,2012,2012-07-13,0,none,27257,CARD,California,New York,0.5337570906016852,0.6877692382462853
204,SPLS,15521.0,1,"8,55E+08",Staples (Staples Business Depot),2011,2012,2012-02-02,0,none,50,INSD,New York,Massachusetts,,
205,WIN,174490.0,12,97382A200,Windstream,2012,2012,2012-01-27,0,none,0,INSD,North Carolina,Arkansas,,
206,AAN,1076.0,12,2535300,Aaron's,2011,2011,2011-11-02,0,none,1008,STAT,California,Georgia,,
207,BGK,,12,,Burger King,2012,2012,2012-02-25,0,none,30,INSD,Oregon,Florida,0.0286569096089642,0.026440850564697894
208,HRB,2269.0,4,93671105,H&R Block,2011,2012,2012-03-23,0,none,0,INSD,California,Missouri,0.0968953506950018,0.08872890452817021
209,UA,165052.0,12,"9,04E+08",Under Armour Inc.,2012,2012,2012-04-20,0,none,0,PORT,Maryland,Washington,,
210,CHH,65615.0,12,"1,70E+08",Choice Hotels Internationals,2012,2012,2012-04-26,0,none,0,DISC,Maryland,Maryland,0.4628043059691581,0.3926478530533531
211,RAX,179925.0,12,"7,50E+08","Rackspace, Incorporating Services, Ltd.",2012,2012,2012-05-02,0,none,0,HACK,Delaware,Texas,,
212,F,4839.0,12,"3,45E+08",Ford-Motor,2012,2012,2012-05-05,0,none,0,HACK,Michigan,Michigan,0.1217550585436605,0.15297941834424988
213,KEY,9783.0,12,"4,93E+08",Key Bank,2012,2012,2012-05-09,0,none,2937,INSD,Oregon,Ohio,0.0130250668844538,0.08790510313902618
214,COF,30990.0,12,14040H105,Capital One Bank,2012,2012,2012-05-09,0,none,0,INSD,Texas,Virginia,0.3403623813749989,1.1476382679221881
215,CMCSA,3226.0,12,20030N101,Comcast,2012,2012,2012-05-20,0,none,294,HACK,Pennsylvania,Pennsylvania,0.1214294430909868,0.09238372507646392
216,LNKD,186342.0,12,53578A108,LinkedIn.com,2012,2012,2012-05-29,0,none,"1,67E+08",HACK,California,California,,
217,HD,5680.0,1,"4,37E+08",The Home Depot,2011,2012,2012-04-13,0,none,36,INSD,Georgia,Georgia,0.5677020833102585,0.7136587276608525
218,MCD,7154.0,12,"5,80E+08",McDonald's,2012,2012,2012-04-28,0,none,0,INSD,Illinois,Illinois,0.8075741206234645,0.7985670091075994
219,GRPN,187363.0,12,"3,99E+08",Groupon,2012,2012,2012-07-02,0,none,170,DISC,Illinois,Illinois,18.544363289979813,15.046928183520592
220,YHOO,62634.0,12,"9,84E+08",Yahoo! Voices,2012,2012,2012-07-12,0,none,453492,HACK,California,California,,
221,NVD,117768.0,1,67066G104,Nvidia,2011,2012,2012-07-13,0,none,400000,HACK,California,California,,
222,C,3243.0,12,"1,73E+08",Citibank,2012,2012,2012-03-13,0,none,0,HACK,New York,New York,0.7817241231393357,1.2921384995998193
223,YAMCY,,12,,Yamaha Commercial Audio Systems,2012,2012,2012-02-20,0,none,1755,HACK,Ohio,California,0.0,0.18446639789535452
224,CUBE,160990.0,12,"2,30E+08","Patriot Self Storage (CubeSmart Management, LLC)",2012,2012,2012-02-03,0,none,0,PHYS,Massachusetts,Pennsylvania,0.0821150669326589,0.09989176958924387
225,AAPL,1690.0,12,37833100,Apple,2012,2012,2012-09-04,0,none,1000000,HACK,California,California,0.0964037914658045,0.18723876208322274
226,TD,15706.0,10,"8,91E+08",TD Bank,2012,2012,2012-10-08,0,none,260000,PORT,New Jersey,New Jersey,0.1508132847097255,0.14549458796924303
227,TM5,17874.0,12,"8,73E+08",T-Mobile,2012,2012,2012-01-16,0,none,44,HACK,Washington,Washington,,
228,BKS,28924.0,12,67774109,Barnes & Noble,2012,2012,2012-10-23,0,none,0,CARD,New York,New York,,
229,ADBE,12540.0,11,00724F101,Adobe,2012,2012,2012-11-14,0,none,230,HACK,California,California,0.1848778860883414,0.3266596979990028
230,FEIC,31881.0,12,30241L109,FEI Company,2012,2012,2012-10-12,0,none,0,PORT,Oregon,Oregon,,
231,PF,185334.0,12,72348P104,"Pinnacle Foods Group, LLC",2012,2012,2012-11-26,0,none,1818,PORT,Wisconsin,New Jersey,,
232,NYT,7866.0,12,"6,50E+08",The New York Times,2013,2013,2013-01-30,0,none,0,HACK,New York,New York,0.1317394389756644,0.28598719216848006
233,MCD,7154.0,12,"5,80E+08",McDonald's,2013,2013,2013-02-07,0,none,0,INSD,Georgia,Illinois,0.1467058529624691,0.3765774338571591
234,WAG,11264.0,8,"9,31E+08",Walgreens,2013,2013,2013-02-15,0,none,0,INSD,Kentucky,Illinois,,
235,ESRX,25356.0,12,30219G108,Express Scripts,2013,2013,2013-02-18,0,none,0,DISC,Missouri,Missouri,0.918598882379284,0.9499551396741658
236,JPM,2968.0,12,46625H100,J.P. Morgan Chase,2013,2013,2013-02-12,0,none,6000,CARD,New York,New York,0.2169473251367441,0.2177640085452962
237,HIS,162906.0,11,"4,52E+08","Information Handling Services, Inc. (IHS)",2013,2013,2013-02-27,0,none,8500,HACK,Colorado,Colorado,,
238,TD,15706.0,10,"8,91E+08","TD Bank, N.A.",2013,2013,2013-03-04,0,none,0,PORT,New Jersey,New Jersey,0.0640867491182596,0.1350565668881416
239,PRU,143356.0,12,"7,44E+08","The Prudential Insurance Company of America, Unisys",2013,2013,2013-03-04,0,none,0,DISC,New Jersey,New Jersey,0.6292813416739895,1.0510386181701388
240,SWK,10016.0,12,"8,55E+08","Stanley Black & Decker, Inc.",2013,2013,2013-03-11,0,none,0,PORT,Connecticut,Connecticut,0.3940537217883664,1.1225625698334614
241,FB,170617.0,12,30303M102,Facebook,2013,2013,2013-02-15,0,none,0,HACK,California,California,,
242,MSFT,12141.0,6,"5,95E+08",Microsoft,2013,2013,2013-02-22,0,none,0,HACK,Washington,New Mexico,0.1924883537040148,0.19374049066845242
243,AAPL,1690.0,12,37833100,Apple,2013,2013,2013-02-19,0,none,0,HACK,California,California,0.2258279577361903,0.2976765269562009
244,AMD,1161.0,12,7903107,"Advanced Micro Devices (AMD), Nvidia",2013,2013,2013-01-13,0,none,0,INSD,California,California,0.0275379202677533,0.0764489696011336
245,INTC,6008.0,12,"4,58E+08",Intel,2012,2012,2012-04-09,0,none,0,INSD,Massachusetts,California,0.1471085810756683,0.21971824387507605
246,CHH,65615.0,12,"1,70E+08",Comfort Inn and Suites,2013,2013,2013-03-22,0,none,0,INSD,Missouri,Maryland,0.0468314955330033,0.7638163588699353
247,FINL,25357.0,12,"3,18E+08","The Finish Line, Inc.",2013,2013,2013-03-26,0,none,0,PORT,Indiana,Indiana,0.5853752218036461,0.4420550668908871
248,ROL,9225.0,12,"7,76E+08","Rollins, Inc.",2013,2013,2013-03-27,0,none,0,DISC,Georgia,Georgia,0.0256570481351153,0.029144951568546566
249,C,3243.0,12,"1,73E+08",Citi,2013,2013,2013-03-28,0,none,0,DISC,Texas,New York,0.1897010069749818,0.6519025768233568
250,AXP,1447.0,12,25816109,American Express,2013,2013,2013-04-01,0,none,0,HACK,Texas,New York,0.5190365211331049,0.5964644876802282
251,CSC,3336.0,3,"2,05E+08",Computer Sciences Corporation,2012,2013,2013-04-03,0,none,0,PORT,North Carolina,Virginia,0.0,0.0
252,AXP,1447.0,12,25816109,American Express,2013,2013,2013-03-29,0,none,0,HACK,New York,New York,0.1476942178744034,0.46883708127103485
253,JPM,2968.0,12,46625H100,JPMorgan Chase,2013,2013,2013-03-28,0,none,0,HACK,New York,New York,0.4197535148722832,0.41172094299091294
254,SHLD,6307.0,1,"8,12E+08",Sears,2012,2013,2013-04-22,0,none,788,PORT,Arkansas,Illinois,,
255,M,4611.0,1,55616P104,Macy's,2012,2013,2013-04-23,0,none,0,DISC,Indiana,New York,0.3448698436963276,0.4302566275391373
256,IBE,,12,,Iberdola USA,2013,2013,2013-04-16,0,none,5100,HACK,Maine,Maine,,
257,GS,114628.0,11,38141G104,Goldman Sachs,2013,2013,2013-05-12,0,none,0,DISC,New York,New York,2.2448701599156378,2.879908677570395
258,ADBE,12540.0,11,00724F101,Adobe,2013,2013,2013-05-09,0,none,160000,HACK,Washington,California,1.0807172756397114,1.1552463649594313
259,SCOR,177780.0,12,20564W105,comScore,2013,2013,2013-06-12,0,none,0,DISC,Virginia,Virginia,5.87025895387794,14.6001538690997
260,FB,170617.0,12,30303M102,Facebook,2013,2013,2013-06-21,0,none,6000000,DISC,California,California,,
261,C,3243.0,12,"1,73E+08",Citi Prepaid Services,2013,2013,2013-06-27,0,none,0,DISC,New York,New York,0.8747488430733545,0.6820592866338876
262,AAPL,1690.0,12,37833100,Apple Inc.,2013,2013,2013-07-21,0,none,0,HACK,California,California,0.1617688748205573,0.2213886581150593
263,NDAQ,149337.0,12,"6,31E+08",NASDAQ.com,2013,2013,2013-07-18,0,none,0,HACK,New York,New York,0.0591865007078693,0.11670020096000258
264,NDAQ,149337.0,12,"6,31E+08",NASDAQ OMX Group Inc.,2013,2013,2013-07-25,0,none,0,INSD,New York,New York,0.1318499846333645,0.17454881328953434
265,C,3243.0,12,"1,73E+08",Citigroup,2013,2013,2013-07-17,0,none,146000,DISC,New York,New York,0.3171645841605519,0.9123056441576095
266,WMT,11259.0,1,"9,31E+08",Wal-Mart,2012,2013,2013-07-29,0,none,0,CARD,Oklahoma,Arkansas,0.0134426393991881,0.07855565237774574
267,EXEL,133885.0,12,30161Q104,Exelixis,2013,2013,2013-08-16,0,none,0,PORT,California,California,0.0434932667283859,0.11207136133258006
268,NOC,7985.0,12,"6,67E+08",Northrop Grunman,2013,2013,2013-08-09,0,none,70000,HACK,Georgia,Virginia,0.3386960062949912,0.47775392116997517
269,NYT,7866.0,12,"6,50E+08",The New York Times,2013,2013,2013-08-27,0,none,0,HACK,New York,New York,0.2183111741138329,0.2599338868872883
270,GPS,4990.0,1,"3,65E+08",Gap,2012,2013,2013-07-16,0,none,20,DISC,California,California,0.1329741992993612,0.2863027943570279
271,GOOG,160329.0,12,02079K305,Google Chrome,2013,2013,2013-10-11,0,none,0,DISC,California,California,0.2251039153025404,0.34332780404797647
272,ADBE,12540.0,11,00724F101,Adobe,2013,2013,2013-10-03,0,none,2900000,HACK,California,California,0.571637551029451,1.0393451451877578
273,DENN,19398.0,12,24869P104,Denny's,2013,2013,2013-09-30,0,none,200,PHYS,Arizona,California,0.0471697890707483,0.045898369440855305
274,JPM,2968.0,12,46625H100,JP Morgan Chase,2013,2013,2013-10-01,0,none,0,DISC,New York,New York,0.2628163268765841,0.5287575359264984
275,CCI,113490.0,12,22822V101,Crown Castle International Corp,2013,2013,2013-11-25,0,none,0,HACK,Pennsylvania,Texas,0.2302840029463944,0.5149050984703347
276,FB,170617.0,12,30303M102,Facebook,2013,2013,2013-12-04,0,none,2000000,HACK,California,California,,
277,JPM,2968.0,12,46625H100,JPMorgan Chase,2013,2013,2013-12-05,0,none,465000,HACK,New York,New York,0.4513217679417314,0.3868858527267048
278,BGS,158743.0,12,05508R106,"B&G Foods North America, Inc.",2013,2013,2013-12-06,0,none,0,HACK,Vermont,Vermont,0.0956010261897754,0.23638371226459368
279,DFS,177376.0,11,"2,55E+08",Discover Financial Services,2013,2013,2013-11-11,0,none,0,UNKN,Illinois,Illinois,0.5893370301603807,0.46564828760436
280,TGT,3813.0,1,8.76E+110,Target Corp.,2012,2013,2013-12-13,0,none,40000000,HACK,Minnesota,Minnesota,0.2509608278107473,0.4662997168806434
281,DFS,177376.0,11,"2,55E+08",Discover Financial Services,2013,2013,2013-12-20,0,none,0,UNKN,Illinois,Illinois,0.362073890526854,0.41312895891480933
282,AXP,1447.0,12,25816109,American Express Company,2013,2013,2013-12-29,0,none,0,UNKN,New York,New York,0.6657504364553747,0.6318968825662217
283,KO,3144.0,12,"1,91E+08",Coca-Cola Company,2014,2014,2014-01-24,0,none,0,PORT,Georgia,Georgia,0.3815188995091966,0.49805239526050205
284,AAPL,1690.0,12,37833100,Apple,2014,2014,2014-02-26,0,none,0,HACK,California,California,0.1395427965403953,0.17011488422538024
285,SHLD,6307.0,1,"8,12E+08",Sears,2013,2014,2014-02-28,0,none,0,HACK,Illinois,Illinois,,
286,SBH,175900.0,9,7.95E+108,Sally Beauty Supply,2014,2014,2014-03-05,0,none,25000,HACK,Texas,Texas,0.2207488275417941,0.2856590195912202
287,SJM,9777.0,4,"8,33E+08",Smucker's,2013,2014,2014-03-04,0,none,0,HACK,Ohio,Ohio,0.5581229294350564,0.7112779926828227
288,COF,30990.0,12,14040H105,Capital One,2014,2014,2014-03-04,0,none,0,INSD,Utah,Virginia,0.9865500269633748,1.2658866308091963
