Event_ID,ticker,gvkey,fiscal_month,cusip,name,fiscal_year,event_year,event_date,confound_dum,confound_type,breach_size,breach_type,event_state,hq_state,dif3,dif7
289,ALSK,126555.0,12,01167P101,Alaska Communications,2014,2014,2014-02-20,0,none,0,HACK,Alaska,Alaska,,
290,AXP,1447.0,12,25816109,American Express Company,2014,2014,2014-04-07,0,none,0,CARD,New York,New York,1.2074216687256811,2.049206340468031
291,NCOG,,12,,NCO Financial Systems Inc.,2014,2014,2014-04-22,0,none,0,DISC,Pennsylvania,Pennsylvania,,
292,LOW,6829.0,1,"5,49E+08",Lowe's,2013,2014,2014-05-19,0,none,0,DISC,North Carolina,North Carolina,0.0750871819835925,0.6382774286698997
293,EBAY,114524.0,12,"2,79E+08",Ebay,2014,2014,2014-05-21,0,none,"1,45E+08",HACK,California,California,0.1150511150697409,0.11287169030255964
294,AN,9063.0,12,05329W102,AutoNation Toyota of South Austin,2014,2014,2014-05-26,0,none,0,HACK,Texas,California,0.0900001525878906,0.741869589717536
295,LOW,6829.0,1,"5,49E+08",Lowes Corporation,2013,2014,2014-05-22,0,none,35000,DISC,North Carolina,North Carolina,0.6816970956195129,0.8649442545905888
296,T,9899.0,12,00206R102,"AT&T Mobility, LLC",2014,2014,2014-06-10,0,none,0,INSD,Missouri,Texas,0.0336804464213635,0.04172383529302884
297,HNFSB,28730.0,5,41078W100,Hanover Foods Corporation,2013,2014,2014-05-21,0,none,5867,DISC,Pennsylvania,Pennsylvania,7.643987599261118,7.537066687881951
298,GS,114628.0,11,38141G104,Goldman Sachs,2014,2014,2014-07-02,0,none,0,DISC,New York,New York,1.027554696339128,1.0538511607191743
299,BA,2285.0,12,97023105,Boeing,2014,2014,2014-07-11,0,none,0,HACK,Washington,Illinois,0.5618019104003906,1.111432451493292
300,LMT,6774.0,12,"5,40E+08",Lockheed Martin,2014,2014,2014-07-11,0,none,0,HACK,Texas,Maryland,1.0229871190601123,1.5491586749780322
301,ACM,147988.0,9,00766T100,Aecom,2014,2014,2014-07-08,0,none,0,HACK,California,California,0.2573210030621493,1.0250055533502669
302,BAC,7647.0,12,60505104,Bank of America,2014,2014,2014-07-17,0,none,0,DISC,Maryland,North Carolina,0.1790622798100618,0.12560024857020294
303,RAD,9155.0,2,"7,68E+08",Rite Aid Pharmacy,2013,2014,2014-07-30,0,none,521,PHYS,Washington,Pennsylvania,,
304,ABS,25645.0,12,13091103,Albertsons/AB Acquisitions LLC,2014,2014,2014-08-15,0,none,0,HACK,Idaho,Idaho,,
305,SVU,10190.0,2,"8,69E+08",Supervalue,2013,2014,2014-08-14,0,none,0,HACK,Minnesota,Minnesota,0.8063687611267172,1.0383741890553728
306,JPM,2968.0,12,46625H100,J.P Morgan Chase,2014,2014,2014-08-27,0,none,76000000,HACK,New York,New York,0.1703478075526612,0.5397757150758759
307,AAPL,1690.0,12,37833100,Apple,2014,2014,2014-09-01,0,none,0,HACK,California,California,0.5158113803119344,0.41073834497235
308,HD,5680.0,1,"4,37E+08",The Home Depot,2013,2014,2014-09-02,0,none,56000000,HACK,Georgia,Georgia,0.86532357979657,0.9337318687318983
309,ABS,25645.0,12,13091103,Albertson's LLC,2014,2014,2014-09-29,0,none,0,HACK,Washington,Idaho,,
310,T,9899.0,12,00206R102,AT&T,2014,2014,2014-10-06,0,none,1600,INSD,Texas,Texas,0.0723466332009283,0.09880075384317133
311,SHLD,6307.0,1,"8,12E+08",Sears,2013,2014,2014-10-10,0,none,0,HACK,Illinois,Illinois,,
312,SPLS,15521.0,1,"8,55E+08",Staples Inc.,2013,2014,2014-10-20,0,none,1200000,HACK,Massachusetts,Massachusetts,,
313,FNF,165264.0,12,31620R303,Fidelity National Financial,2014,2014,2014-11-03,0,none,0,HACK,Florida,Florida,0.0951150958442214,0.13690527384191484
314,SNE,9818.0,12,"8,36E+08",Sony Pictures,2014,2014,2014-11-24,0,none,47000,HACK,New York,New York,,
315,EME,6223.0,12,29084Q100,Emcor Services Mesa Energy Systems,2014,2014,2014-12-11,0,none,0,PORT,California,California,0.7319551258468038,1.0535504134908786
316,MSFT,12141.0,6,"5,95E+08",Microsoft xBox,2014,2014,2014-12-26,0,none,0,HACK,Washington,Washington,0.2459775326460782,0.5562609651934379
317,MS,12124.0,11,"6,17E+08",Morgan Stanley,2015,2015,2015-01-05,0,none,350000,INSD,New York,New York,0.7622183182620592,0.7881431459031241
318,M04,,12,,Mandarin Oriental Hotel Group,2015,2015,2015-03-04,0,none,0,HACK,New York,New York,,
319,WMT,11259.0,1,"9,31E+08","Wal-Mart, Sam's Club",2009,2010,2010-06-07,1,M&A,117,HACK,Arkansas,Arkansas,0.0601349656178867,0.10916399730646964
320,SAIC,18683.0,1,"8,09E+08",Science Applications International Corp. (SAIC),2004,2005,2005-02-12,1,Investigation,45000,STAT,California,Virginia,,
321,DSW,24171.0,12,23334L102,"DSW Shoe Warehouse, Retail Ventures",2005,2005,2005-03-08,1,Statement,1400000,HACK,Ohio,Ohio,,
322,RL,64891.0,3,"7,51E+08","Polo Ralph Lauren, HSBC",2004,2005,2005-04-15,1,Investigation,180000,HACK,New York,New York,1.0279545190338144,0.86422971976342
323,AMTD,64552.0,9,87236Y108,TD Ameritrade,2005,2005,2005-04-20,1,Earnings,200000,PORT,Nebraska,Nebraska,,
324,MSI,7585.0,12,"6,20E+08",Motorola,2005,2005,2005-05-30,1,M&A,0,STAT,Illinois,Illinois,0.2418018719119471,0.5879486798019877
325,C,3243.0,12,"1,73E+08","Citigroup, UPS",2005,2005,2005-06-06,1,M&A,3900000,PORT,New York,New York,0.5246821601874797,1.2988244454113427
326,JPM,2968.0,12,46625H100,JP Morgan Chase & Co.,2005,2005,2005-08-30,1,M&A,0,PORT,Texas,New York,0.1223609569989428,0.14697606915178899
327,COF,30990.0,12,14040H105,North Fork Bank (now Capital One Bank),2005,2005,2005-09-17,1,M&A,9000,PORT,New York,Virginia,0.691665090454665,0.7565582323684262
328,YGRO,6019.0,12,"2,34E+08",RBC Dain Rauscher,2005,2005,2005-09-28,1,Investigation,300000,INSD,Minnesota,Toronto,,
329,WMT,11259.0,1,"9,31E+08","Sam's Club, a division of Wal-Mart Stores, Inc",2004,2005,2005-12-12,1,Investigation,0,UNKN,Arkansas,Arkansas,0.1649546194567882,0.21270616446678692
330,GUID,176255.0,12,"4,02E+08","Guidance Software, Inc.",2005,2005,2005-12-20,1,Other,3800,HACK,California,California,,
331,F,4839.0,12,"3,45E+08",Ford Motor Co.,2005,2005,2005-12-22,1,Earnings,70000,STAT,Michigan,Michigan,0.0694923901569848,0.08942436711242065
332,FDX,4598.0,5,31428X106,FedEx,2005,2006,2006-02-04,1,Earnings,1100,DISC,California,Tennessee,0.5128796323519524,1.1193437152968724
333,HON,1300.0,12,"4,39E+08",Honeywell International,2006,2006,2006-01-31,1,Earnings,19000,UNKN,New Jersey,New Jersey,0.3471147615489731,0.729287049099719
334,GM,5073.0,12,37045V100,General Motors (GM),2006,2006,2006-03-14,1,Other,100,INSD,Michigan,Michigan,,
335,ED,3413.0,12,"2,09E+08",Con Edison,2006,2006,2006-04-01,1,M&A,15000,PORT,New York,New York,0.167280674732143,0.24122799771374018
336,AH,23667.0,12,"5,00E+08","Ahold USA, parent company of Stop & Shop, Giant stores and Tops stores via  subcontractor Electronic Data Systems (EDS)",2006,2006,2006-06-02,1,Earnings,92000,PORT,Maryland,Amsterdam,,
337,UNP,10867.0,12,"9,08E+08",Union Pacific,2006,2006,2006-06-16,1,Earnings,30000,PORT,Nebraska,Nebraska,0.3052829522545228,0.30165845973392086
338,ING,15617.0,12,"4,57E+08","ING U.S. Financial Services, Jackson Health System",2006,2006,2006-06-18,1,Investigation,13000,PORT,Florida,Amsterdam,0.165961253464679,0.5573748992557429
339,EFX,4423.0,12,"2,94E+08",Equifax,2006,2006,2006-06-20,1,Investigation,2500,PORT,Georgia,Georgia,0.2168564917208555,0.2978074304361415
340,ALL,63735.0,12,02099X006,AllState Insurance Huntsville branch,2006,2006,2006-06-29,1,Investigation,27000,STAT,Alabama,Illinois,0.3431320957037441,0.5090864281445983
341,NNI,155738.0,12,64031N108,"Nelnet Inc., UPS",2006,2006,2006-07-18,1,Earnings,188000,PORT,Nebraska,Nebraska,0.2221968711654523,0.5461145204871068
342,AWI,175689.0,12,04247X102,"Armstrong World Industries, Deloitte & Touche",2006,2006,2006-07-25,1,M&A,12000,PORT,Pennsylvania,Pennsylvania,,
343,EFX,4423.0,12,"2,94E+08",Equifax,2010,2010,2010-02-11,1,Earnings,35,DISC,Georgia,Georgia,0.1321487388354265,0.32885420821978356
344,DLTR,31587.0,12,"2,57E+08",Dollar Tree,2006,2006,2006-08-01,1,Earnings,0,HACK,California,Virginia,0.4120501170688117,0.4211888587822171
345,TM,19661.0,12,"8,92E+08",Toyota,2006,2006,2006-08-04,1,Investigation,1500,PORT,Texas,California,1.6163438535301868,1.4749097866661787
346,AOL,183920.0,12,00184X105,American Online (AOL),2006,2006,2006-08-06,1,Other,650000,DISC,New York,New York,,
347,D,4029.0,12,25746U109,Dominion Resources,2006,2006,2006-08-25,1,Earnings,0,PORT,Virginia,Virginia,0.1787657340839257,0.18619753828707036
348,DBD,3946.0,12,"2,54E+08","Diebold, Inc., GE Capital",2006,2006,2006-08-31,1,Investigation,0,PORT,Ohio,Ohio,,
349,HRB,2269.0,4,93671105,H&R Block,2009,2010,2010-03-23,1,Earnings,60,INSD,Illinois,Missouri,0.119995363966885,0.2036601386748749
350,MOVI,30559.0,12,"6,25E+08",Movie Gallery US,2006,2006,2006-09-25,1,Investigation,3800,PHYS,North Carolina,Oregon,,
351,TMUS,17874.0,12,"8,73E+08",T-Mobile USA Inc.,2006,2006,2006-10-14,1,Other,43000,PORT,Washington,Washington,,
352,HRH,14466.0,12,"4,31E+08","Hilb, Rogal & Hobbs, Villanova University",2006,2006,2006-11-02,1,Earnings,1243,PORT,Pennsylvania,Virginia,,
353,HTZ,5600.0,12,42805T105,"Hertz Global Holdings, Inc.",2006,2006,2006-11-11,1,IPO,0,INSD,Oklahoma,Florida,,
354,WCC,120444.0,12,95082P105,Wesco,2006,2006,2006-11-03,1,Other,0,CARD,Michigan,Pennsylvania,1.0169102841164268,1.1028966712361838
355,T,9899.0,12,00206R102,AT&T/Ferrell Communication,2010,2010,2010-05-25,1,M&A,0,DISC,Florida,Texas,0.0558447912413216,0.14389485875859503
356,BMO,15580.0,10,63671101,BMO Harris Bank,2012,2012,2012-08-30,1,Earnings,0,PORT,Wisconsin,Toronto,0.2278376675544037,0.24559184797777064
357,HRB,2269.0,4,93671105,H&R Block,2004,2005,2005-12-22,1,Statement,0,DISC,Missouri,Missouri,0.1651693513701828,0.12904865867133536
358,BA,2285.0,12,97023105,Boeing,2006,2006,2006-12-13,1,Investigation,382000,PORT,Washington,Illinois,0.3187210109068953,0.30679080057957614
359,MGI,5342.0,12,60935Y208,MoneyGram International,2007,2007,2007-01-12,1,Earnings,79000,HACK,Minnesota,Texas,,
360,TJX,11672.0,1,"8,73E+08","TJ stores (TJX), including TJMaxx, Marshalls, Winners, HomeSense, AJWright,  KMaxx, and possibly Bob's Stores in U.S. & Puerto Rico -- Winners and HomeGoods stores in Canada -- and possibly TKMaxx stores in UK and Ireland",2006,2007,2007-01-17,1,Earnings,"1,00E+08",HACK,Massachusetts,Massachusetts,0.0464266989600783,0.04039277195132224
361,KBH,12689.0,12,48666K109,KB Home,2007,2007,2007-01-18,1,Earnings,2700,STAT,South Carolina,Michigan,0.8219111477951762,1.279224718115849
362,PJC,8605.0,12,"7,24E+08",Piper Jaffrey,2007,2007,2007-02-08,1,Other,1000,DISC,Minnesota,Minnesota,,
363,AMCC,65904.0,3,03822W406,Applied Micro Circuits Corporation,2010,2011,2011-04-04,1,Earnings,0,PORT,California,California,,
364,SAIC,18683.0,1,"8,09E+08",Science Applications International Corp. (SAIC),2006,2007,2007-03-19,1,Earnings,0,PHYS,Idaho,Idaho,,
365,RSHCQ,,12,,RadioShack,2007,2007,2007-03-29,1,Earnings,0,PHYS,Texas,Texas,,
366,GOOG,160329.0,12,02079K305,Google Ads,2007,2007,2007-04-27,1,Earnings,0,HACK,California,California,0.0404492487972866,0.13768160473389746
367,CAT,2817.0,12,"1,49E+08","Caterpillar, Inc., SBA Inc.",2007,2007,2007-04-27,1,Earnings,0,PORT,Illinois,Illinois,0.2608304971041278,0.41192179784054933
368,ALU,101352.0,12,13904305,Alcatel-Lucent,2007,2007,2007-03-18,1,Other,0,PORT,New Jersey,France,,
369,FNFV,165264.0,12,31620R303,Fidelity National Information Services/Certegy Check Services Inc.,2007,2007,2007-07-03,1,M&A,8500000,INSD,Florida,Florida,,
370,LRCX,6565.0,6,"5,13E+08",Lam Research Corp.,2010,2010,2010-04-14,1,Earnings,0,PORT,California,California,0.578406617967274,0.7048559452649142
371,PRU,143356.0,12,"7,44E+08",Prudential Financial Inc.,2006,2006,2006-02-06,1,Earnings,1000,DISC,New Jersey,New Jersey,0.2521766265015248,0.2276008860413527
372,WU,175263.0,12,"9,60E+08",Western Union,2007,2007,2007-07-17,1,Investigation,20000,HACK,Colorado,Colorado,0.0711628616493507,0.09097976954543709
373,NFLX,147579.0,12,64110L106,Netflix,2010,2010,2010-01-01,1,Earnings,"1,00E+08",UNKN,California,California,0.139071470927107,0.3036039457382922
374,VRSN,66368.0,12,9.23E+106,Verisign,2007,2007,2007-08-06,1,Earnings,0,PORT,California,Virginia,0.6176617373996864,0.46542333182264456
375,EDS,5074.0,12,"2,86E+08",Electronic Data Systems,2007,2007,2007-08-07,1,Earnings,498,INSD,Alabama,Texas,,
376,MWW,64156.0,12,"6,12E+08",Monster.com,2007,2007,2007-08-23,1,Other,146000,HACK,Massachusetts,Massachusetts,,
377,AMTD,64552.0,9,87236Y108,TD Ameritrade Holding Corp.,2007,2007,2007-09-14,1,M&A,6300000,HACK,Nebraska,Nebraska,,
378,SMTC,9599.0,1,"8,17E+08",Semtech,2006,2007,2007-10-08,1,Investigation,0,PORT,California,California,0.4496198886912085,0.6545235676815664
379,HD,5680.0,1,"4,37E+08",Home Depot,2006,2007,2007-10-17,1,Other,10000,PORT,Massachusetts,Georgia,0.5638190800782273,0.7513061981113714
380,LNC,6742.0,12,"5,34E+08",Lincoln National Corporation (Lincoln Financial),2010,2010,2010-01-14,1,Other,1200000,INSD,Pennsylvania,Pennsylvania,0.1870351942427779,0.19415532264633395
381,LXK,61552.0,12,"5,30E+08",Lexmark International,2008,2008,2008-02-15,1,Other,0,DISC,Kentucky,Kentucky,,
382,KRFT,12978.0,12,50076Q106,Kraft Foods,2008,2008,2008-03-03,1,Earnings,20000,PORT,Illinois,Illinois,,
383,A,126554.0,10,00846U101,Agilent Technologies,2008,2008,2008-03-22,1,Earnings,51000,PORT,California,California,0.3290847503236878,0.2931115301263098
384,AAP,145977.0,12,00751Y106,Advance Auto Parts,2008,2008,2008-03-31,1,Earnings,56000,HACK,Virginia,Virginia,1.0351034785792437,0.8283225969716284
385,HOG,12389.0,12,"4,13E+08","Harley-Davidson, Inc. (HOG)",2008,2008,2008-04-04,1,Investigation,60000,PORT,Wisconsin,Wisconsin,0.0925124542843291,0.5697839427776097
386,WLP,27766.0,12,94973H108,WellPoint,2008,2008,2008-04-08,1,M&A,128000,DISC,Indiana,Indiana,,
387,PBCT,16245.0,12,"7,13E+08",People's United Bank,2008,2008,2008-04-09,1,Other,0,PHYS,Connecticut,Connecticut,,
388,BC,2444.0,12,"1,17E+08",Brunswick Corp.,2008,2008,2008-04-21,1,Other,700,STAT,Illinois,Illinois,0.3437976140009742,0.33048137802947897
389,NUAN,61685.0,12,67020Y100,Nuance Communications Inc.,2010,2010,2010-03-13,1,M&A,1191,PORT,Massachusetts,Massachusetts,,
390,STT,10035.0,12,"8,57E+08","State Street Corp, Investors Financial Services",2008,2008,2008-05-29,1,M&A,45500,STAT,Massachusetts,Massachusetts,0.4268916068811521,0.5166171078532285
391,T,9899.0,12,00206R102,AT&T,2008,2008,2008-05-22,1,Other,0,PORT,Texas,Texas,0.1703653461073993,0.14593167597026876
392,SRCE,15199.0,12,"3,37E+08",1st Source Bank,2008,2008,2008-06-10,1,Investigation,0,HACK,Indiana,Indiana,0.3841126560011873,0.5342392355201467
393,DRIV,113362.0,12,25388B104,Digital River Inc.,2010,2010,2010-06-04,1,Other,200000,HACK,Minnesota,Minnesota,,
394,AET,1177.0,12,00817Y108,Aetna,2010,2010,2010-05-28,1,Earnings,6372,PHYS,Connecticut,Connecticut,0.4093217932540014,0.5924991776893292
395,BMY,2403.0,12,"1,10E+08",Bristol-Myers Squibb,2008,2008,2008-07-17,1,Earnings,42000,PORT,Florida,New York,0.3414864351170041,0.28108233087962387
396,CHTR,126136.0,12,16117M305,Charter Communications,2008,2008,2008-08-13,1,Earnings,9000,PORT,South Carolina,Missouri,,
397,WFC,8007.0,12,"9,50E+08",Wachovia Bank,2008,2008,2008-08-29,1,Investigation,0,CARD,Florida,California,0.5988646455877952,0.6465084770565536
398,ESRX,25356.0,12,30219G108,Express Scripts,2008,2008,2008-11-06,1,Earnings,700000,UNKN,Missouri,Missouri,0.7984701282501594,0.7966804679304712
399,SBUX,25434.0,12,"8,55E+08",Starbucks Corp.,2008,2008,2008-11-24,1,Earnings,97000,PORT,Washington,Washington,0.1564966855575839,0.2129672836749217
400,LNC,6742.0,12,"5,34E+08",Lincoln Financial Group,2010,2010,2010-05-25,1,Other,1286,DISC,Pennsylvania,Pennsylvania,0.7268536963714672,0.7871042676174275
401,PHM,8823.0,12,"7,46E+08",Pulte Homes Las Vegas Division,2008,2008,2008-12-25,1,Earnings,16000,PHYS,Nevada,Nevada,0.1227428089822206,0.34576768040285466
402,WFC,8007.0,12,"9,50E+08",Wells Fargo,2010,2010,2010-05-25,1,Other,1023,INSD,California,California,0.3905617175443171,0.5847057779162096
403,INOD,28717.0,12,"4,58E+08","Innodata Isogen, Inc.",2009,2009,2009-01-13,1,Earnings,0,PORT,New Jersey,New Jersey,0.145688053009533,0.13666665965950592
404,OXY,8068.0,12,"6,75E+08",Occidental Petroleum Corporation,2009,2009,2009-01-14,1,Earnings,0,INSD,Texas,Texas,0.7280777143685011,1.5810950345660304
405,HPY,161040.0,12,42235N108,Heartland Payment Systems,2009,2009,2009-01-20,1,Earnings,"1,30E+08",HACK,New Jersey,New Jersey,,
406,SYMC,15855.0,12,"8,72E+08",Symantec,2009,2009,2009-03-31,1,Earnings,200,INSD,California,California,,
407,AV,15545.0,12,05382A104,Aviva,2009,2009,2009-06-03,1,M&A,550,HACK,New Hampshire,London,,
408,AMR,1388.0,12,23771009,AMR Corporation,2010,2010,2010-07-02,1,Earnings,79000,STAT,Texas,Texas,,
409,NTY,7798.0,9,46299A001,NBTY,2010,2010,2010-07-15,1,M&A,0,DISC,New York,New York,,
410,LNC,6742.0,12,"5,34E+08",Lincoln National Life Insurance,2010,2010,2010-07-21,1,Other,26840,DISC,Pennsylvania,Pennsylvania,0.5433103816520057,0.5572473840811616
411,RAD,9155.0,2,"7,68E+08",Rite Aid Corporation,2009,2010,2010-07-27,1,Other,0,PHYS,Pennsylvania,Pennsylvania,,
412,HUM,27914.0,12,"4,45E+08","Humana Inc, Matrix Imaging",2010,2010,2010-08-18,1,Earnings,2631,PHYS,Kentucky,Kentucky,0.5908023801273782,0.6097720460012841
413,HSB,137135.0,12,40427H509,HSBC Bank Nevada,2010,2010,2010-08-09,1,Investigation,14,UNKN,New York,New York,,
414,JLL,65108.0,12,48020Q107,Jones Lang LaSalle,2010,2010,2010-08-09,1,M&A,20,PORT,Illinois,Illinois,2.103425668585071,2.0974835310812523
415,S,10984.0,12,85207U105,Sprint,2010,2010,2010-09-02,1,Other,0,INSD,Kansas,Kansas,,
416,CAKE,25737.0,12,"1,63E+08",Cheesecake Factory,2010,2010,2010-09-11,1,Earnings,0,INSD,New York,California,0.3375616617247719,0.34958702040771633
417,CAKE,25737.0,12,"1,63E+08","Cheesecake Factory, PGA Tour Grill, Outback Steakhouse",2010,2010,2010-09-29,1,Earnings,0,INSD,District Of Columbia,California,0.103174494688176,0.46214859026735444
418,JPM,2968.0,12,46625H100,JP Morgan Chase Bank,2010,2010,2010-09-14,1,Earnings,0,CARD,New York,New York,0.1156586463944838,0.6665154213683806
419,SEAC,63938.0,1,"8,12E+08",SeaChange International,2009,2010,2010-09-08,1,Earnings,1,INSD,Massachusetts,Massachusetts,0.7549806813904976,11.470590658562505
420,RY,15633.0,10,"7,80E+08",RBC Bank,2010,2010,2010-10-14,1,Other,0,INSD,Florida,Florida,0.200570181077423,0.30616457140027536
421,MAR,28930.0,12,"5,72E+08",Marriott International Inc.,2005,2005,2005-12-28,1,M&A,206000,PORT,Florida,Maryland,0.1417212837359904,0.1468087356287349
422,FHN,4737.0,12,"3,21E+08",First Horizon Home Loans,2006,2006,2006-03-06,1,Earnings,8,STAT,Oregon,Tennessee,0.0532118766289759,0.20378432636624383
423,AFL,1449.0,12,1055102,Aflac,2006,2006,2006-04-19,1,Earnings,0,PORT,Georgia,Georgia,0.1106271188456973,0.1357256504210295
424,SHLD,6307.0,1,"8,12E+08","Sears, Roebuck, Company Contractor Compliance",2005,2006,2006-04-28,1,Earnings,196,DISC,Florida,Illinois,,
425,ARMK,186858.0,9,03852U106,ARAMARK Corporation,2006,2006,2006-06-06,1,M&A,6028,PORT,Georgia,Pennsylvania,,
426,GPI,65718.0,12,"3,99E+08","Group 1 Automotive Inc, Weinstein Spira & Company, P.C.",2006,2006,2006-07-19,1,Other,14000,PORT,Texas,Texas,0.9097848037370824,1.1024937884965422
427,BEN,4885.0,9,"3,55E+08",Franklin Templeton Investments,2006,2006,2006-08-03,1,Earnings,9,PORT,California,California,0.1793886551353504,0.30919702437060165
428,DIS,3980.0,9,"2,55E+08","Disney Worldwide Services, Inc.",2006,2006,2006-09-05,1,Earnings,23,PORT,California,California,0.1499215775893842,0.18961998314028844
429,WAG,11264.0,8,"9,31E+08",Walgreens,2010,2010,2010-12-10,1,Other,0,HACK,Illinois,Illinois,,
